ShipmentID,OrderID,ShipmentDate,ExpectedDeliveryDate,ActualDeliveryDate,ShipmentStatus,Carrier,ShippingCost,DistanceKm,DeliveryDelayDays
SH000240,O100227,2024-07-03,2024-07-14,2024-07-16,Delivered,GlobalFreight Express,694.58,14938.4,2.0
SH000241,O100228,2023-12-18,2023-12-22,2023-12-20,Delivered,Meridian Line Carriers,659.24,82.6,-2.0
SH000242,O100230,2025-04-11,2025-04-20,2025-04-20,Delivered,TransCon Logistics,101.8,2701.8,0.0
SH000243,O100232,2023-12-06,2023-12-11,2023-12-13,Delivered,TransCon Logistics,216.76,1809.0,2.0
SH000244,O100234,2025-07-19,2025-07-22,2025-07-21,Delivered,TransCon Logistics,211.86,2177.7,-1.0
SH000245,O100235,2023-01-04,2023-01-10,2023-01-17,Delayed,SwiftHaul Freight,73.73,698.4,7.0
SH000246,O100236,2023-03-06,2023-03-11,2023-03-12,Delivered,GlobalFreight Express,261.81,691.6,1.0
SH000247,O100238,2024-04-04,2024-04-18,2024-04-17,Delivered,TransCon Logistics,73.59,1577.9,-1.0
SH000248,O100238,2024-04-04,2024-04-18,2024-04-20,Delivered,BlueDart Global,69.57,1709.6,2.0
SH000249,O100239,2024-04-01,2024-04-06,2024-04-07,Delivered,Meridian Line Carriers,165.36,1891.8,1.0
SH000250,O100239,2024-04-01,2024-04-06,2024-04-07,Delivered,TransCon Logistics,239.44,2951.0,1.0
SH000251,O100240,2024-02-20,2024-02-24,2024-02-26,Delivered,TransCon Logistics,392.82,3106.7,2.0
SH000252,O100241,2023-12-19,2023-12-25,2023-12-22,Delivered,Pacific Rim Shipping,2048.5,1105.7,-3.0
SH000253,O100242,2025-02-11,2025-02-13,2025-02-12,Delivered,Meridian Line Carriers,989.98,8186.7,-1.0
SH000254,O100243,2023-06-24,2023-06-29,,Lost,Meridian Line Carriers,467.47,2037.7,
SH000255,O100244,2025-09-30,2025-10-07,2025-10-07,Delivered,BlueDart Global,119.67,620.0,0.0
SH000256,O100245,2025-12-21,2025-12-21,2025-12-22,Delivered,GlobalFreight Express,172.15,794.4,1.0
SH000257,O100246,2025-07-14,2025-07-22,,Lost,GlobalFreight Express,926.81,2849.8,
SH000258,O100247,2023-10-06,2023-10-16,2023-10-18,Delivered,TransCon Logistics,153.94,177.7,2.0
SH000259,O100248,2025-05-12,2025-05-14,2025-05-13,Delivered,Overland Transit Co.,615.82,1284.3,-1.0
SH000260,O100249,2025-08-11,2025-08-18,2025-08-18,Delivered,Overland Transit Co.,40.35,367.8,0.0
SH000261,O100249,2025-08-15,2025-08-20,2025-08-21,Delivered,BlueDart Global,46.83,510.4,1.0
SH000262,O100250,2023-06-12,2023-06-18,2023-06-19,Delivered,BlueDart Global,229.76,2816.1,1.0
SH000263,O100251,2024-12-06,2024-12-14,2024-12-15,Delivered,BlueDart Global,135.95,2055.1,1.0
SH000264,O100252,2023-07-29,2023-08-07,2023-08-06,Delivered,Overland Transit Co.,549.07,12292.8,-1.0
SH000265,O100253,2025-01-10,2025-01-17,2025-01-18,Delivered,BlueDart Global,490.05,1401.9,1.0
SH000266,O100254,2023-08-08,2023-08-12,2023-08-10,Delivered,Continental Cargo,295.61,2825.8,-2.0
SH000267,O100255,2023-06-21,2023-06-27,2023-07-03,Delivered,Continental Cargo,667.15,977.6,6.0
SH000268,O100256,2024-03-16,2024-03-21,2024-03-21,Delivered,Meridian Line Carriers,1043.7,788.6,0.0
SH000269,O100257,2024-01-03,2024-01-10,2024-01-12,Delivered,GlobalFreight Express,183.79,2282.6,2.0
SH000270,O100258,2024-11-09,2024-11-15,2024-11-17,Delivered,Continental Cargo,801.91,2962.4,2.0
SH000271,O100259,2024-09-09,2024-09-13,2024-09-14,Delivered,BlueDart Global,272.97,1105.1,1.0
SH000272,O100261,2024-01-30,2024-02-01,2024-02-03,Delivered,Meridian Line Carriers,994.17,659.3,2.0
SH000273,O100262,2023-04-29,2023-05-04,2023-05-08,Delayed,SwiftHaul Freight,588.78,3193.3,4.0
SH000274,O100263,2025-04-19,2025-04-23,2025-04-26,Delivered,SwiftHaul Freight,658.88,2900.4,3.0
SH000275,O100264,2023-12-22,2023-12-23,2023-12-23,Delivered,GlobalFreight Express,439.52,1209.5,0.0
SH000276,O100265,2024-07-15,2024-07-23,2024-07-28,Delivered,SwiftHaul Freight,268.41,2959.1,5.0
SH000277,O100265,2024-07-15,2024-07-23,2024-07-25,Delivered,GlobalFreight Express,323.9,2530.0,2.0
SH000278,O100266,2023-07-04,2023-07-09,2023-07-14,Delivered,SwiftHaul Freight,231.65,1447.6,5.0
SH000279,O100269,2025-09-24,2025-09-29,2025-09-27,Delivered,TransCon Logistics,259.09,777.2,-2.0
SH000280,O100269,2025-09-26,2025-10-01,2025-10-04,Delivered,TransCon Logistics,281.56,447.4,3.0
SH000281,O100270,2023-05-11,2023-05-17,2023-05-19,Delivered,Pacific Rim Shipping,502.48,3164.0,2.0
SH000282,O100271,2024-07-13,2024-07-22,2024-07-23,Delivered,GlobalFreight Express,56.63,712.0,1.0
SH000283,O100272,2023-06-19,2023-06-24,2023-06-23,Delivered,Overland Transit Co.,206.47,2423.8,-1.0
SH000284,O100273,2024-02-02,2024-02-05,2024-02-04,Delivered,SwiftHaul Freight,468.73,2211.7,-1.0
SH000285,O100276,2023-11-18,2023-11-20,2023-11-20,Delivered,Pacific Rim Shipping,994.44,1532.4,0.0
SH000286,O100277,2025-09-19,2025-09-25,2025-09-26,Delivered,Overland Transit Co.,130.34,846.9,1.0
SH000287,O100278,2024-11-09,2024-11-17,2024-11-17,Delivered,Continental Cargo,1019.11,8266.7,0.0
SH000288,O100278,2024-11-07,2024-11-16,2024-11-21,Delayed,Pacific Rim Shipping,899.74,6309.6,5.0
SH000289,O100279,2024-10-27,2024-11-04,2024-11-03,Delivered,Pacific Rim Shipping,475.35,1703.9,-1.0
SH000290,O100280,2025-12-21,2025-12-22,2025-12-22,Delivered,Overland Transit Co.,640.53,1264.0,0.0
SH000291,O100281,2024-12-11,2024-12-15,2024-12-17,Delivered,Continental Cargo,979.17,1422.7,2.0
SH000292,O100282,2024-05-30,2024-06-07,2024-06-09,Delivered,Continental Cargo,122.28,1896.1,2.0
SH000293,O100284,2025-12-24,2026-01-01,2025-12-30,Delivered,Meridian Line Carriers,420.18,1200.8,-2.0
SH000294,O100285,2024-06-13,2024-06-18,2024-06-23,Delivered,BlueDart Global,250.83,1688.3,5.0
SH000295,O100286,2023-11-11,2023-11-15,2023-11-14,Delivered,SwiftHaul Freight,426.68,3181.8,-1.0
SH000296,O100286,2023-11-09,2023-11-12,2023-11-12,Delivered,Overland Transit Co.,454.25,3034.5,0.0
SH000297,O100287,2024-08-26,2024-08-30,2024-09-01,Delivered,SwiftHaul Freight,65.79,825.1,2.0
SH000298,O100288,2023-10-27,2023-11-02,2023-11-04,Delivered,GlobalFreight Express,139.71,1485.3,2.0
SH000299,O100289,2024-10-07,2024-10-22,2024-10-21,Delivered,TransCon Logistics,111.84,3256.1,-1.0
SH000300,O100290,2025-09-09,2025-09-16,2025-09-23,Delivered,Continental Cargo,1036.93,895.4,7.0
SH000301,O100291,2023-03-26,2023-03-29,2023-03-31,Delivered,SwiftHaul Freight,308.08,3010.2,2.0
SH000302,O100292,2023-10-01,2023-10-07,2023-10-09,Delivered,GlobalFreight Express,370.96,3047.0,2.0
SH000303,O100292,2023-09-29,2023-10-04,2023-10-02,Delivered,Overland Transit Co.,337.26,3026.4,-2.0
SH000304,O100293,2025-05-30,2025-06-06,2025-06-04,Delivered,TransCon Logistics,467.93,3195.7,-2.0
SH000305,O100294,2023-09-17,2023-09-24,2023-09-23,Delivered,Continental Cargo,52.87,350.4,-1.0
SH000306,O100295,2023-09-19,2023-09-21,2023-09-24,Delivered,BlueDart Global,801.62,475.8,3.0
SH000307,O100296,2024-11-06,2024-11-07,2024-11-10,Delivered,Continental Cargo,2285.36,1826.1,3.0
SH000308,O100297,2024-08-29,2024-08-30,2024-08-30,Delivered,Meridian Line Carriers,434.08,2094.2,0.0
SH000309,O100298,2023-02-25,2023-02-28,2023-03-01,Delivered,Overland Transit Co.,1501.39,3023.7,1.0
SH000310,O100299,2023-06-28,2023-06-30,2023-06-29,Delivered,Meridian Line Carriers,580.61,537.8,-1.0
SH000311,O100300,2025-05-09,2025-05-11,2025-05-16,Delivered,BlueDart Global,484.8,2199.1,5.0
SH000312,O100300,2025-05-05,2025-05-08,2025-05-11,Delivered,Continental Cargo,536.19,2321.2,3.0
SH000313,O100301,2024-06-21,2024-06-25,2024-06-27,Delivered,Pacific Rim Shipping,233.36,1991.9,2.0
SH000314,O100302,2023-11-28,2023-11-29,2023-11-30,Delivered,Overland Transit Co.,415.03,2496.3,1.0
SH000315,O100304,2025-02-17,2025-02-22,2025-02-23,Delivered,Pacific Rim Shipping,63.64,395.4,1.0
SH000316,O100304,2025-02-17,2025-02-21,2025-02-28,Delayed,TransCon Logistics,61.08,386.7,7.0
SH000317,O100305,2025-02-15,2025-02-20,2025-02-20,Delivered,Overland Transit Co.,143.16,1175.3,0.0
SH000318,O100306,2025-03-20,2025-03-29,2025-03-30,Delivered,BlueDart Global,35.42,785.1,1.0
SH000319,O100307,2025-01-30,2025-02-10,2025-02-12,Delivered,Pacific Rim Shipping,115.23,1784.0,2.0
SH000320,O100309,2024-05-27,2024-05-27,2024-05-28,Delivered,Continental Cargo,172.74,917.0,1.0
SH000321,O100310,2023-11-14,2023-11-21,2023-11-21,Delivered,Meridian Line Carriers,283.95,1453.1,0.0
SH000322,O100311,2023-10-08,2023-10-12,2023-10-10,Delivered,Overland Transit Co.,251.53,854.1,-2.0
SH000323,O100312,2025-11-01,2025-11-04,2025-11-04,Delivered,Meridian Line Carriers,428.9,3626.4,0.0
SH000324,O100313,2023-02-25,2023-03-04,2023-03-04,Delivered,GlobalFreight Express,389.67,2889.0,0.0
SH000325,O100314,2025-02-26,2025-02-27,2025-03-06,Delivered,SwiftHaul Freight,1202.33,790.1,7.0
SH000326,O100315,2023-10-23,2023-10-29,2023-11-04,Delivered,BlueDart Global,54.53,453.0,6.0
SH000327,O100316,2024-07-17,2024-07-20,2024-07-21,Delivered,Meridian Line Carriers,163.19,1477.1,1.0
SH000328,O100316,2024-07-17,2024-07-20,2024-07-25,Delivered,Continental Cargo,247.25,1818.7,5.0
SH000329,O100317,2025-11-23,2025-12-01,2025-12-01,Delivered,GlobalFreight Express,155.14,1935.4,0.0
SH000330,O100318,2025-12-06,2025-12-16,2025-12-15,Delivered,SwiftHaul Freight,1029.9,12448.4,-1.0
SH000331,O100319,2023-11-24,2023-11-30,2023-11-29,Delivered,SwiftHaul Freight,267.19,1471.9,-1.0
SH000332,O100320,2023-03-16,2023-03-19,2023-03-21,Delivered,GlobalFreight Express,658.43,863.0,2.0
SH000333,O100321,2025-12-05,2025-12-07,2025-12-08,Delivered,Meridian Line Carriers,553.99,972.3,1.0
SH000334,O100322,2025-02-09,2025-02-17,2025-02-16,Delivered,Meridian Line Carriers,689.98,2497.5,-1.0
SH000335,O100323,2025-08-04,2025-08-10,2025-08-12,Delivered,Overland Transit Co.,60.71,1046.1,2.0
SH000336,O100324,2025-09-01,2025-09-05,2025-09-07,Delivered,TransCon Logistics,368.3,2127.8,2.0
SH000337,O100325,2024-06-08,2024-06-15,2024-06-18,Delivered,BlueDart Global,59.22,78.4,3.0
SH000338,O100326,2024-12-14,2024-12-22,2024-12-20,Delivered,BlueDart Global,330.69,7371.7,-2.0
SH000339,O100327,2023-10-22,2023-10-29,2023-10-31,Delivered,Continental Cargo,134.16,1857.7,2.0
SH000340,O100328,2023-11-24,2023-12-08,2023-12-06,Delivered,Meridian Line Carriers,68.02,2067.0,-2.0
SH000341,O100329,2024-09-14,2024-09-17,2024-09-23,Delivered,Pacific Rim Shipping,774.34,3077.0,6.0
SH000342,O100329,2024-09-14,2024-09-18,2024-09-21,Delivered,Meridian Line Carriers,678.42,2984.6,3.0
SH000343,O100329,2024-09-16,2024-09-20,2024-09-22,Delivered,Continental Cargo,614.67,1341.2,2.0
SH000344,O100330,2025-09-16,2025-09-19,2025-09-20,Delivered,BlueDart Global,1121.56,2920.7,1.0
SH000345,O100331,2024-04-12,2024-04-15,2024-04-16,Delivered,SwiftHaul Freight,621.87,1042.3,1.0
SH000346,O100332,2024-01-11,2024-01-14,2024-01-15,Delivered,TransCon Logistics,387.34,498.9,1.0
SH000347,O100332,2024-01-09,2024-01-12,2024-01-14,Delivered,Pacific Rim Shipping,381.82,326.3,2.0
SH000348,O100333,2024-07-11,2024-07-13,2024-07-18,Delayed,Continental Cargo,1114.51,820.0,5.0
SH000349,O100334,2023-06-19,2023-06-24,2023-07-01,Delivered,SwiftHaul Freight,93.97,1607.1,7.0
SH000350,O100335,2024-09-22,2024-09-25,2024-09-29,Delivered,BlueDart Global,331.29,2408.3,4.0
SH000351,O100336,2025-03-17,2025-03-23,2025-03-26,Delivered,GlobalFreight Express,1374.76,1484.6,3.0
SH000352,O100337,2024-08-02,2024-08-07,2024-08-09,Delivered,Pacific Rim Shipping,802.66,2351.0,2.0
SH000353,O100338,2025-07-01,2025-07-05,2025-07-08,Delivered,Continental Cargo,416.03,2339.2,3.0
SH000354,O100339,2023-09-21,2023-09-28,2023-09-25,Delivered,SwiftHaul Freight,502.88,5750.4,-3.0
SH000355,O100340,2025-04-10,2025-04-18,2025-04-19,Delivered,Meridian Line Carriers,36.42,504.7,1.0
SH000356,O100341,2025-07-12,2025-07-19,2025-07-22,Delivered,Continental Cargo,120.17,824.9,3.0
SH000357,O100342,2025-04-09,2025-04-18,2025-04-21,Delivered,Continental Cargo,604.27,13158.0,3.0
SH000358,O100342,2025-04-13,2025-04-21,2025-04-23,Delivered,GlobalFreight Express,617.07,10895.5,2.0
SH000359,O100343,2025-05-31,2025-06-02,2025-06-05,Delivered,Pacific Rim Shipping,157.71,1116.6,3.0
SH000360,O100344,2025-08-26,2025-09-02,2025-09-04,Delivered,BlueDart Global,618.52,1660.1,2.0
SH000361,O100345,2023-03-16,2023-03-20,2023-03-19,Delivered,Meridian Line Carriers,877.74,1431.7,-1.0
SH000362,O100346,2024-08-04,2024-08-08,2024-08-06,Delivered,Overland Transit Co.,486.58,3011.5,-2.0
SH000363,O100346,2024-08-02,2024-08-05,2024-08-05,Delivered,Pacific Rim Shipping,455.67,1837.8,0.0
SH000364,O100346,2024-07-31,2024-08-03,2024-08-05,Delivered,Pacific Rim Shipping,416.73,2002.9,2.0
SH000365,O100347,2024-11-11,2024-11-12,2024-11-12,Delivered,Overland Transit Co.,699.99,3102.9,0.0
SH000366,O100347,2024-11-13,2024-11-14,2024-11-14,Delivered,GlobalFreight Express,699.06,2454.0,0.0
SH000367,O100347,2024-11-11,2024-11-11,2024-11-13,Delivered,Pacific Rim Shipping,620.77,1612.0,2.0
SH000368,O100348,2024-03-07,2024-03-09,2024-03-12,Delivered,Overland Transit Co.,236.72,590.9,3.0
SH000369,O100349,2024-06-24,2024-06-28,2024-07-02,Delayed,Continental Cargo,1860.55,13418.2,4.0
SH000370,O100350,2025-11-12,2025-11-12,2025-11-17,Delivered,SwiftHaul Freight,2687.87,72.1,5.0
SH000371,O100351,2023-02-18,2023-02-18,2023-02-19,Delivered,Continental Cargo,70.19,252.0,1.0
SH000372,O100353,2025-09-03,2025-09-15,2025-09-13,Delivered,TransCon Logistics,97.54,210.2,-2.0
SH000373,O100354,2023-08-06,2023-08-14,2023-08-14,Delivered,Meridian Line Carriers,171.59,1828.7,0.0
SH000374,O100355,2024-07-08,2024-07-13,2024-07-13,Delivered,Continental Cargo,189.09,1799.0,0.0
SH000375,O100355,2024-07-08,2024-07-13,2024-07-18,Delivered,Continental Cargo,187.19,2215.2,5.0
SH000376,O100357,2024-02-27,2024-03-03,2024-03-04,Delivered,SwiftHaul Freight,151.0,3027.2,1.0
SH000377,O100357,2024-02-27,2024-03-04,2024-03-03,Delivered,Overland Transit Co.,150.39,2774.6,-1.0
SH000378,O100358,2024-10-24,2024-10-31,2024-11-01,Delivered,Continental Cargo,76.9,105.7,1.0
SH000379,O100358,2024-10-24,2024-10-29,2024-11-02,Delivered,Continental Cargo,93.02,450.5,4.0
SH000380,O100359,2024-04-29,2024-05-03,2024-05-03,Delivered,Overland Transit Co.,107.49,2121.7,0.0
SH000381,O100360,2025-11-27,2025-12-01,2025-11-28,Delivered,GlobalFreight Express,139.89,340.0,-3.0
SH000382,O100360,2025-11-25,2025-11-30,2025-12-02,Delivered,GlobalFreight Express,116.64,280.2,2.0
SH000383,O100361,2024-04-13,2024-04-19,2024-04-23,Delayed,Continental Cargo,251.97,1708.5,4.0
SH000384,O100361,2024-04-15,2024-04-21,2024-04-26,Delivered,TransCon Logistics,314.18,2949.1,5.0
SH000385,O100362,2024-06-16,2024-06-23,2024-06-23,Delivered,BlueDart Global,145.11,3122.0,0.0
SH000386,O100362,2024-06-14,2024-06-21,2024-06-23,Delivered,Pacific Rim Shipping,88.47,1558.2,2.0
SH000387,O100363,2024-06-28,2024-07-07,2024-07-05,Delivered,Pacific Rim Shipping,528.72,6125.8,-2.0
SH000388,O100364,2024-09-03,2024-09-07,2024-09-07,Delivered,GlobalFreight Express,120.29,965.8,0.0
SH000389,O100366,2024-11-26,2024-12-03,2024-12-01,Delivered,Pacific Rim Shipping,174.52,2375.7,-2.0
SH000390,O100366,2024-11-24,2024-12-02,2024-12-05,Delivered,Pacific Rim Shipping,135.53,1305.8,3.0
SH000391,O100367,2023-01-12,2023-01-17,2023-01-14,Delivered,Meridian Line Carriers,28.24,421.8,-3.0
SH000392,O100368,2024-11-22,2024-11-29,2024-11-28,Delivered,Meridian Line Carriers,117.14,1153.8,-1.0
SH000393,O100369,2023-03-26,2023-03-29,2023-03-31,Delivered,Pacific Rim Shipping,2086.61,2450.6,2.0
SH000394,O100370,2023-10-31,2023-11-02,2023-11-04,Delivered,BlueDart Global,57.69,454.3,2.0
SH000395,O100370,2023-11-02,2023-11-06,2023-11-05,Delivered,Meridian Line Carriers,75.29,755.7,-1.0
SH000396,O100371,2025-11-17,2025-11-23,2025-11-23,Delivered,Overland Transit Co.,701.24,457.1,0.0
SH000397,O100372,2023-01-27,2023-01-29,2023-01-30,Delivered,Meridian Line Carriers,366.75,2195.1,1.0
SH000398,O100373,2025-12-26,2026-01-09,,In Transit,Meridian Line Carriers,40.63,521.2,
SH000399,O100374,2023-07-20,2023-08-03,2023-08-06,Delivered,SwiftHaul Freight,64.19,1640.4,3.0
SH000400,O100375,2023-12-17,2023-12-23,2023-12-24,Delivered,SwiftHaul Freight,497.65,2675.2,1.0
SH000401,O100376,2024-03-22,2024-03-28,2024-04-01,Delayed,Pacific Rim Shipping,135.09,339.6,4.0
SH000402,O100377,2025-07-05,2025-07-12,2025-07-10,Delivered,TransCon Logistics,537.2,8946.0,-2.0
SH000403,O100378,2025-10-24,2025-10-30,2025-10-30,Delivered,TransCon Logistics,53.31,787.6,0.0
SH000404,O100379,2025-06-16,2025-06-30,2025-06-30,Delivered,GlobalFreight Express,600.27,1674.0,0.0
SH000405,O100380,2023-12-19,2024-01-01,2024-01-01,Delivered,Pacific Rim Shipping,45.01,1028.9,0.0
SH000406,O100380,2023-12-19,2023-12-27,2023-12-31,Delivered,SwiftHaul Freight,86.89,2973.6,4.0
SH000407,O100381,2025-09-29,2025-10-02,2025-10-03,Delivered,Meridian Line Carriers,1426.14,3180.6,1.0
SH000408,O100382,2024-06-26,2024-07-01,2024-07-05,Delivered,Continental Cargo,87.47,709.6,4.0
SH000409,O100383,2023-04-24,2023-04-25,2023-04-29,Delayed,TransCon Logistics,599.19,2480.5,4.0
SH000410,O100384,2024-08-12,2024-08-15,2024-08-15,Delivered,GlobalFreight Express,339.91,2866.1,0.0
SH000411,O100385,2023-03-11,2023-03-15,2023-03-18,Delivered,BlueDart Global,237.71,978.6,3.0
SH000412,O100386,2024-05-31,2024-06-11,2024-06-14,Delivered,Continental Cargo,215.7,1567.9,3.0
SH000413,O100387,2024-10-21,2024-10-27,2024-10-28,Delivered,Continental Cargo,208.08,1572.5,1.0
SH000414,O100388,2023-08-31,2023-08-31,2023-09-01,Delivered,GlobalFreight Express,3334.63,611.2,1.0
SH000415,O100389,2023-03-22,2023-03-29,2023-03-29,Delivered,GlobalFreight Express,188.06,1510.1,0.0
SH000416,O100390,2025-10-16,2025-10-21,2025-10-27,Delivered,GlobalFreight Express,166.49,398.7,6.0
SH000417,O100391,2025-01-31,2025-02-01,2025-02-06,Delayed,GlobalFreight Express,1134.93,1251.6,5.0
SH000418,O100392,2024-06-02,2024-06-06,2024-06-08,Delivered,BlueDart Global,517.4,1629.7,2.0
SH000419,O100393,2025-05-15,2025-05-27,2025-06-02,Delivered,SwiftHaul Freight,97.65,2298.6,6.0
SH000420,O100394,2024-02-25,2024-02-28,2024-03-02,Delivered,TransCon Logistics,381.05,3172.9,3.0
SH000421,O100395,2025-05-31,2025-06-02,2025-06-05,Delivered,Overland Transit Co.,277.29,1419.0,3.0
SH000422,O100396,2024-11-07,2024-11-15,2024-11-16,Delivered,Meridian Line Carriers,109.12,2434.5,1.0
SH000423,O100396,2024-11-11,2024-11-18,2024-11-20,Delivered,BlueDart Global,112.59,1945.5,2.0
SH000424,O100397,2023-12-07,2023-12-07,2023-12-08,Delivered,Meridian Line Carriers,570.76,1123.4,1.0
SH000425,O100398,2025-05-23,2025-05-30,2025-06-04,Delivered,SwiftHaul Freight,209.56,1206.2,5.0
SH000426,O100399,2024-05-01,2024-05-09,2024-05-07,Delivered,Pacific Rim Shipping,79.78,898.4,-2.0
SH000427,O100400,2024-12-09,2024-12-17,2024-12-14,Delivered,TransCon Logistics,247.76,696.5,-3.0
SH000428,O100400,2024-12-09,2024-12-16,2024-12-16,Delivered,Meridian Line Carriers,194.79,227.8,0.0
SH000429,O100401,2024-11-21,2024-11-29,2024-12-03,Delivered,SwiftHaul Freight,978.38,3037.5,4.0
SH000430,O100402,2024-10-03,2024-10-10,2024-10-12,Delivered,Meridian Line Carriers,922.49,1325.0,2.0
SH000431,O100403,2025-07-02,2025-07-07,2025-07-10,Delivered,BlueDart Global,354.0,818.3,3.0
SH000432,O100404,2023-07-30,2023-08-03,2023-08-03,Delivered,SwiftHaul Freight,188.69,538.7,0.0
SH000433,O100405,2023-03-19,2023-03-22,2023-03-24,Delivered,Continental Cargo,412.75,1985.8,2.0
SH000434,O100407,2024-07-31,2024-08-08,2024-08-08,Delivered,SwiftHaul Freight,103.55,1017.1,0.0
SH000435,O100407,2024-08-04,2024-08-10,2024-08-15,Delivered,TransCon Logistics,197.01,2960.9,5.0
SH000436,O100408,2023-08-04,2023-08-11,2023-08-10,Delivered,GlobalFreight Express,766.94,194.7,-1.0
SH000437,O100409,2025-04-18,2025-04-23,2025-04-21,Delivered,Pacific Rim Shipping,860.18,554.2,-2.0
SH000438,O100410,2024-03-09,2024-03-18,2024-03-13,Delivered,Overland Transit Co.,541.86,1611.2,-5.0
SH000439,O100411,2024-06-21,2024-06-28,2024-06-30,Delivered,GlobalFreight Express,62.47,864.5,2.0
SH000440,O100413,2024-06-20,2024-06-20,2024-06-25,Delayed,Pacific Rim Shipping,321.19,1236.5,5.0
SH000441,O100414,2025-10-03,2025-10-11,2025-10-13,Delivered,SwiftHaul Freight,151.32,3044.9,2.0
SH000442,O100415,2024-12-12,2024-12-17,2024-12-16,Delivered,BlueDart Global,111.32,379.3,-1.0
SH000443,O100415,2024-12-12,2024-12-17,2024-12-18,Delivered,Pacific Rim Shipping,139.06,274.4,1.0
SH000444,O100416,2023-02-27,2023-03-02,2023-03-02,Delivered,Meridian Line Carriers,170.97,606.0,0.0
SH000445,O100416,2023-02-27,2023-03-01,2023-03-03,Delivered,Continental Cargo,189.73,221.0,2.0
SH000446,O100417,2024-11-26,2024-12-08,2024-12-09,Delivered,Pacific Rim Shipping,149.69,731.7,1.0
SH000447,O100418,2025-06-13,2025-06-19,2025-06-17,Delivered,TransCon Logistics,456.93,644.2,-2.0
SH000448,O100420,2024-03-21,2024-03-28,2024-03-31,Delivered,BlueDart Global,1787.9,14993.4,3.0
SH000449,O100421,2025-04-03,2025-04-07,2025-04-10,Delivered,Pacific Rim Shipping,4430.06,12786.4,3.0
SH000450,O100422,2025-12-08,2025-12-15,2025-12-16,Delivered,Overland Transit Co.,709.18,2825.6,1.0
SH000451,O100423,2024-07-09,2024-07-15,2024-07-14,Delivered,Pacific Rim Shipping,75.59,1194.4,-1.0
SH000452,O100424,2023-03-13,2023-03-19,2023-03-18,Delivered,Overland Transit Co.,55.8,567.9,-1.0
SH000453,O100424,2023-03-11,2023-03-18,2023-03-18,Delivered,Pacific Rim Shipping,50.14,208.3,0.0
SH000454,O100425,2025-07-15,2025-07-18,2025-07-24,Delivered,SwiftHaul Freight,187.94,472.3,6.0
SH000455,O100426,2025-02-02,2025-02-12,2025-02-13,Delivered,Continental Cargo,624.97,1609.1,1.0
SH000456,O100427,2025-01-27,2025-02-02,2025-02-01,Delivered,Overland Transit Co.,109.48,2090.3,-1.0
SH000457,O100428,2023-12-03,2023-12-12,2023-12-13,Delivered,Pacific Rim Shipping,230.34,865.7,1.0
SH000458,O100429,2024-09-22,2024-09-29,2024-10-02,Delivered,Continental Cargo,632.4,1469.9,3.0
SH000459,O100430,2024-12-28,2025-01-05,2025-01-05,Delivered,BlueDart Global,192.35,1234.2,0.0
SH000460,O100431,2025-10-18,2025-10-19,2025-10-19,Delivered,Meridian Line Carriers,155.56,751.7,0.0
SH000461,O100432,2023-12-30,2024-01-06,2024-01-08,Delivered,BlueDart Global,102.43,1909.9,2.0
SH000462,O100433,2023-07-15,2023-07-19,2023-07-20,Delivered,Overland Transit Co.,120.94,1906.5,1.0
SH000463,O100434,2023-05-28,2023-05-31,2023-06-01,Delivered,GlobalFreight Express,1621.36,466.1,1.0
