OrderID,CustomerID,OrderDate,RequiredDeliveryDate,OrderStatus,SalesChannel,WarehouseID,ShippingMethod,Priority
O100340,C01486,2025-04-10,2025-04-19,Completed,Online,W002,Standard,Critical
O100341,C00842,2025-07-12,2025-07-18,Completed,Direct,W004,Standard,High
O100342,C00486,2025-04-09,2025-04-14,Completed,Retail,W005,Standard,Normal
O100343,C00631,2025-05-27,2025-05-30,Completed,Online,W014,Express,Low
O100344,C00958,2025-08-24,2025-08-31,Completed,Direct,W009,Standard,Normal
O100345,C00079,2023-03-16,2023-03-19,Completed,Distributor,W008,Express,Normal
O100346,C00935,2024-07-31,2024-08-03,Partially Fulfilled,Direct,W004,Express,Normal
O100347,C00203,2024-11-09,2024-11-10,Partially Fulfilled,Online,W008,Same Day,High
O100348,C01082,2024-03-07,2024-03-12,Completed,Direct,W014,Express,Normal
O100349,C01004,2024-06-20,2024-06-20,Completed,Direct,W014,Same Day,Normal
O100350,C00538,2025-11-12,2025-11-13,Completed,Online,W013,Same Day,Normal
O100351,C01486,2023-02-16,2023-02-17,Completed,Retail,W002,Same Day,Low
O100352,C00714,2025-12-30,2026-01-01,Pending,Distributor,W014,Express,High
O100353,C00398,2025-09-03,2025-09-20,Completed,Online,W002,Freight,Normal
O100354,C00088,2023-08-02,2023-08-12,Completed,Distributor,W011,Standard,Critical
O100355,C00430,2024-07-06,2024-07-14,Partially Fulfilled,Direct,W007,Standard,High
O100356,C00434,2025-07-30,2025-08-16,Cancelled,Direct,W006,Freight,High
O100357,C00485,2024-02-27,2024-03-06,Completed,Online,W001,Standard,High
O100358,C00115,2024-10-24,2024-11-02,Partially Fulfilled,Online,W002,Standard,High
O100359,C00891,2024-04-29,2024-05-08,Completed,Online,W002,Standard,High
O100360,C00973,2025-11-25,2025-12-04,Partially Fulfilled,Distributor,W013,Standard,Low
O100361,C00714,2024-04-11,2024-04-18,Partially Fulfilled,Direct,W015,Standard,High
O100362,C01067,2024-06-14,2024-06-23,Completed,Online,W008,Standard,Normal
O100363,C00088,2024-06-26,2024-07-10,Completed,Direct,W002,Freight,High
O100364,C00485,2024-09-03,2024-09-07,Completed,Retail,W002,Express,Normal
O100365,C01231,2025-11-13,2025-11-21,Cancelled,Direct,W009,Standard,Critical
O100366,C00827,2024-11-24,2024-12-04,Partially Fulfilled,Online,W009,Standard,Low
O100367,C00290,2023-01-10,2023-01-18,Completed,Retail,W013,Standard,High
O100368,C00434,2024-11-22,2024-11-29,Completed,Distributor,W007,Standard,Low
O100369,C01295,2023-03-24,2023-03-29,Completed,Online,W009,Express,Normal
O100370,C00942,2023-10-31,2023-11-03,Partially Fulfilled,Online,W015,Express,Normal
O100371,C00079,2025-11-13,2025-11-21,Completed,Online,W009,Standard,Low
O100372,C00316,2023-01-27,2023-01-29,Completed,Distributor,W002,Express,Low
O100373,C01445,2025-12-22,2026-01-04,Completed,Direct,W002,Freight,High
O100374,C01088,2023-07-18,2023-07-31,Completed,Online,W004,Freight,Critical
O100375,C01295,2023-12-15,2023-12-25,Completed,Online,W009,Standard,Normal
O100376,C00827,2024-03-22,2024-04-01,Completed,Distributor,W008,Standard,Normal
O100377,C00001,2025-07-05,2025-07-11,Completed,Online,W008,Standard,Normal
O100378,C00120,2025-10-24,2025-10-31,Completed,Direct,W006,Standard,Normal
O100379,C00079,2025-06-14,2025-06-25,Completed,Distributor,W008,Freight,Low
O100380,C01228,2023-12-19,2024-01-06,Partially Fulfilled,Online,W011,Freight,High
O100381,C00820,2025-09-27,2025-09-30,Completed,Direct,W002,Express,Normal
O100382,C00942,2024-06-24,2024-07-02,Completed,Retail,W010,Standard,Normal
O100383,C00120,2023-04-22,2023-04-22,Completed,Online,W012,Same Day,Low
O100384,C00786,2024-08-08,2024-08-12,Completed,Online,W011,Express,Normal
O100385,C00203,2023-03-09,2023-03-14,Completed,Direct,W009,Express,Normal
O100386,C00881,2024-05-31,2024-06-16,Completed,Online,W009,Freight,Normal
O100387,C00736,2024-10-17,2024-10-25,Completed,Online,W012,Standard,Low
O100388,C00622,2023-08-27,2023-08-27,Completed,Distributor,W008,Same Day,Normal
O100389,C00434,2023-03-22,2023-04-01,Completed,Direct,W007,Standard,Normal
O100390,C00827,2025-10-14,2025-10-19,Completed,Direct,W008,Standard,Low
O100391,C00219,2025-01-29,2025-01-29,Completed,Distributor,W014,Same Day,Normal
O100392,C00633,2024-05-31,2024-06-04,Completed,Direct,W001,Express,Normal
O100393,C01088,2025-05-15,2025-05-23,Completed,Online,W004,Freight,Normal
O100394,C01027,2024-02-25,2024-02-29,Completed,Online,W003,Express,Normal
O100395,C00520,2025-05-29,2025-06-03,Completed,Retail,W006,Express,High
O100396,C01150,2024-11-07,2024-11-13,Completed,Distributor,W010,Standard,High
O100397,C00378,2023-12-05,2023-12-05,Completed,Direct,W009,Same Day,Normal
O100398,C00914,2025-05-21,2025-05-26,Completed,Direct,W003,Standard,Normal
O100399,C01510,2024-05-01,2024-05-09,Completed,Direct,W005,Standard,Normal
O100400,C00079,2024-12-07,2024-12-13,Completed,Direct,W009,Standard,Normal
O100401,C00842,2024-11-21,2024-12-01,Completed,Direct,W012,Standard,Critical
O100402,C00402,2024-09-29,2024-10-05,Completed,Distributor,W014,Standard,Low
O100403,C00434,2025-06-30,2025-07-09,Completed,Direct,W004,Standard,Normal
O100404,C00535,2023-07-30,2023-08-02,Completed,Distributor,W002,Express,Normal
O100405,C00829,2023-03-17,2023-03-20,Completed,Direct,W010,Express,Normal
O100406,C00076,2023-03-27,2023-04-01,Cancelled,Online,W005,Express,Critical
O100407,C00520,2024-07-31,2024-08-06,Completed,Retail,W006,Standard,Low
O100408,C00434,2023-07-31,2023-08-10,Completed,Direct,W004,Standard,Low
O100409,C01198,2025-04-14,2025-04-22,Completed,Distributor,W012,Standard,Critical
O100410,C00434,2024-03-05,2024-03-22,Completed,Direct,W007,Freight,Normal
O100411,C00568,2024-06-21,2024-06-27,Completed,Online,W005,Standard,Normal
O100412,C01397,2023-07-30,2023-08-16,Cancelled,Direct,W006,Freight,High
O100413,C00869,2024-06-18,2024-06-18,Completed,Retail,W002,Same Day,Critical
O100414,C00256,2025-09-29,2025-10-04,Completed,Distributor,W004,Standard,High
O100415,C00942,2024-12-10,2024-12-19,Completed,Online,W010,Standard,Normal
O100416,C00079,2023-02-25,2023-02-27,Partially Fulfilled,Distributor,W009,Express,Low
O100417,C00115,2024-11-24,2024-12-07,Completed,Online,W002,Freight,Low
O100418,C01295,2025-06-11,2025-06-19,Completed,Distributor,W008,Standard,High
O100419,C00138,2024-11-06,2024-11-11,Cancelled,Direct,W008,Express,Low
O100420,C00806,2024-03-21,2024-03-26,Completed,Distributor,W003,Express,Critical
O100421,C00434,2025-04-01,2025-04-01,Completed,Direct,W008,Same Day,Normal
O100422,C00098,2025-12-04,2025-12-10,Completed,Direct,W005,Standard,Critical
O100423,C00199,2024-07-05,2024-07-12,Completed,Online,W002,Standard,Normal
O100424,C00827,2023-03-11,2023-03-17,Completed,Direct,W008,Standard,Normal
O100425,C01486,2025-07-15,2025-07-19,Completed,Online,W013,Express,High
O100426,C00581,2025-01-29,2025-02-09,Completed,Distributor,W008,Freight,Low
O100427,C00802,2025-01-23,2025-01-28,Completed,Distributor,W002,Standard,Normal
O100428,C00935,2023-12-01,2023-12-16,Completed,Distributor,W012,Freight,Critical
O100429,C00899,2024-09-20,2024-09-25,Completed,Direct,W013,Standard,Normal
O100430,C00793,2024-12-26,2025-01-05,Completed,Online,W002,Standard,Normal
O100431,C00180,2025-10-16,2025-10-16,Completed,Distributor,W012,Same Day,Normal
O100432,C01181,2023-12-30,2024-01-04,Completed,Online,W004,Standard,High
O100433,C01171,2023-07-15,2023-07-21,Completed,Retail,W009,Standard,High
O100434,C00806,2023-05-26,2023-05-30,Completed,Distributor,W001,Express,Normal
O100435,C00718,2023-03-22,2023-03-29,Completed,Distributor,W005,Standard,Normal
O100436,C00434,2023-09-15,2023-10-02,Completed,Distributor,W006,Freight,High
O100437,C00727,2024-05-30,2024-05-30,Completed,Direct,W002,Same Day,Low
O100438,C01050,2023-11-12,2023-11-22,Cancelled,Retail,W005,Standard,Low
O100439,C00802,2025-07-30,2025-08-05,Completed,Direct,W002,Standard,Low
O100440,C00434,2023-09-22,2023-10-02,Completed,Direct,W006,Standard,Normal
O100441,C01486,2024-02-20,2024-02-26,Completed,Online,W002,Standard,Normal
O100442,C00420,2025-09-17,2025-09-27,Completed,Direct,W004,Freight,High
O100443,C00434,2025-07-29,2025-08-08,Completed,Online,W004,Freight,High
O100444,C00079,2024-02-13,2024-02-19,Completed,Distributor,W009,Standard,Normal
O100445,C00619,2025-03-12,2025-03-21,Completed,Distributor,W002,Standard,Normal
O100446,C01414,2023-10-03,2023-10-03,Completed,Direct,W003,Same Day,Normal
O100447,C00595,2025-11-21,2025-11-30,Completed,Online,W015,Standard,High
O100448,C00766,2025-12-01,2025-12-05,Completed,Direct,W013,Express,Normal
O100449,C00434,2024-06-27,2024-06-29,Partially Fulfilled,Distributor,W004,Express,Normal
O100450,C01179,2023-01-03,2023-01-06,Completed,Online,W002,Express,High
O100451,C00603,2025-10-30,2025-11-04,Completed,Direct,W014,Standard,Low
O100452,C01512,2023-01-05,2023-01-18,Completed,Direct,W002,Freight,High
O100453,C00266,2023-07-06,2023-07-08,Completed,Online,W002,Express,Normal
O100454,C00942,2025-09-29,2025-10-04,Partially Fulfilled,Retail,W015,Standard,Critical
O100455,C00698,2025-10-06,2025-10-10,Completed,Retail,W009,Express,Low
O100456,C00438,2025-09-27,2025-10-05,Completed,Online,W009,Standard,Low
O100457,C00762,2023-11-11,2023-11-29,Completed,Direct,W005,Freight,Low
O100458,C00434,2025-12-09,2025-12-17,Completed,Direct,W004,Standard,Normal
O100459,C01035,2025-03-06,2025-03-16,Completed,Online,W008,Standard,Normal
O100460,C00180,2023-12-13,2023-12-30,Completed,Distributor,W012,Freight,Low
O100461,C00637,2023-06-05,2023-06-11,Completed,Online,W006,Standard,Low
O100462,C01027,2023-08-15,2023-08-17,Completed,Online,W003,Express,High
O100463,C00621,2023-04-24,2023-04-28,Cancelled,Online,W007,Express,High
O100464,C01203,2025-09-04,2025-09-09,Completed,Online,W006,Standard,Normal
O100465,C01486,2025-07-09,2025-07-09,Completed,Online,W001,Same Day,High
O100466,C00775,2025-09-26,2025-10-02,Completed,Distributor,W005,Standard,Normal
O100467,C00016,2025-12-08,2025-12-13,Completed,Distributor,W006,Express,Normal
O100468,C00806,2025-01-02,2025-01-14,Completed,Distributor,W013,Freight,Normal
O100469,C01312,2023-02-13,2023-02-22,Completed,Online,W006,Standard,Low
O100470,C01234,2023-10-13,2023-10-23,Completed,Direct,W006,Standard,Normal
O100471,C01050,2023-07-23,2023-08-03,Completed,Online,W005,Freight,Low
O100472,C00769,2024-11-19,2024-11-27,Completed,Retail,W013,Freight,Normal
O100473,C00568,2024-07-22,2024-07-23,Completed,Retail,W002,Same Day,Low
O100474,C00776,2025-11-11,2025-11-28,Completed,Direct,W010,Freight,Normal
O100475,C01295,2024-04-07,2024-04-11,Completed,Direct,W009,Express,Normal
O100476,C00313,2023-04-02,2023-04-04,Completed,Direct,W005,Express,Low
O100477,C00827,2023-02-07,2023-02-20,Completed,Direct,W008,Freight,Low
O100478,C00434,2025-07-31,2025-08-04,Completed,Direct,W001,Express,Normal
O100479,C00434,2024-12-13,2024-12-16,Completed,Direct,W012,Express,Normal
O100480,C00973,2023-09-14,2023-09-15,Completed,Direct,W013,Same Day,Low
O100481,C00974,2025-10-28,2025-11-03,Completed,Direct,W010,Standard,Normal
O100482,C00079,2024-10-15,2024-10-25,Partially Fulfilled,Direct,W009,Standard,Low
O100483,C00391,2024-12-11,2024-12-20,Completed,Direct,W006,Standard,Critical
O100484,C00090,2025-11-13,2025-11-23,Cancelled,Retail,W008,Standard,Low
O100485,C00434,2023-03-04,2023-03-07,Completed,Direct,W006,Express,Normal
O100486,C01046,2025-08-13,2025-08-23,Completed,Distributor,W005,Standard,Low
O100487,C00299,2025-12-22,2026-01-02,Pending,Online,W004,Freight,Normal
O100488,C00524,2023-12-21,2024-01-07,Completed,Online,W004,Freight,Normal
O100489,C01483,2024-10-14,2024-10-14,Completed,Direct,W009,Same Day,Low
O100490,C01032,2024-05-02,2024-05-02,Completed,Online,W007,Same Day,High
O100491,C00434,2023-04-21,2023-04-30,Completed,Direct,W006,Standard,Critical
O100492,C00420,2024-08-29,2024-09-05,Completed,Direct,W010,Standard,Low
O100493,C00628,2025-10-31,2025-11-09,Completed,Online,W002,Standard,Low
O100494,C01274,2023-08-24,2023-08-27,Completed,Direct,W008,Express,Normal
O100495,C00225,2023-10-05,2023-10-06,Completed,Distributor,W002,Same Day,Low
O100496,C00434,2024-10-20,2024-10-25,Completed,Distributor,W006,Standard,High
O100497,C01512,2023-03-18,2023-03-27,Completed,Direct,W005,Standard,Normal
O100498,C00659,2023-11-14,2023-11-19,Completed,Direct,W011,Standard,Normal
O100499,C01018,2024-06-22,2024-06-28,Completed,Online,W014,Standard,Low
O100500,C00942,2025-05-29,2025-05-31,Cancelled,Online,W015,Express,Normal
O100501,C00827,2023-12-18,2023-12-23,Completed,Direct,W008,Express,Low
O100502,C00194,2023-08-14,2023-08-22,Completed,Direct,W004,Standard,Critical
O100503,C01486,2023-04-27,2023-05-07,Completed,Online,W013,Standard,Low
O100504,C00063,2025-08-29,2025-09-03,Completed,Online,W011,Express,High
O100505,C00683,2025-05-23,2025-06-03,Partially Fulfilled,Distributor,W013,Freight,Normal
O100506,C01333,2023-10-30,2023-11-02,Completed,Distributor,W008,Express,Normal
O100507,C00714,2024-04-21,2024-04-23,Completed,Distributor,W015,Express,Low
O100508,C01032,2024-05-22,2024-05-24,Cancelled,Online,W010,Express,Low
O100509,C00014,2025-06-23,2025-06-25,Completed,Direct,W012,Express,Critical
O100510,C00085,2024-03-13,2024-03-22,Completed,Direct,W002,Standard,High
O100511,C00434,2023-10-02,2023-10-12,Completed,Online,W004,Standard,Normal
O100512,C00510,2025-11-05,2025-11-05,Completed,Retail,W005,Same Day,High
O100513,C00621,2024-09-24,2024-10-03,Partially Fulfilled,Online,W006,Standard,Low
O100514,C01231,2024-08-12,2024-08-29,Completed,Online,W006,Freight,Normal
O100515,C01266,2025-05-20,2025-05-29,Completed,Online,W012,Standard,Normal
O100516,C00434,2024-06-11,2024-06-16,Completed,Direct,W004,Express,Low
O100517,C00921,2025-03-25,2025-03-31,Completed,Direct,W013,Standard,Normal
O100518,C00434,2023-09-16,2023-09-24,Completed,Direct,W012,Standard,High
O100519,C00298,2024-01-21,2024-01-30,Completed,Direct,W007,Standard,Normal
O100520,C00942,2024-07-31,2024-08-10,Completed,Online,W003,Standard,Low
O100521,C00434,2024-12-23,2024-12-25,Completed,Online,W004,Express,Normal
O100522,C00786,2025-02-09,2025-02-26,Completed,Online,W011,Freight,Low
O100523,C00670,2023-04-23,2023-05-01,Partially Fulfilled,Online,W009,Standard,Normal
O100524,C00434,2023-06-17,2023-06-24,Completed,Online,W006,Standard,High
O100525,C00487,2025-11-03,2025-11-05,Cancelled,Online,W008,Express,Normal
O100526,C01238,2025-08-18,2025-08-20,Completed,Retail,W011,Express,Normal
O100527,C00802,2023-06-09,2023-06-19,Completed,Online,W002,Standard,Normal
O100528,C00969,2023-12-06,2023-12-14,Cancelled,Online,W011,Standard,High
O100529,C00486,2023-09-25,2023-09-25,Cancelled,Online,W009,Same Day,Low
O100530,C00827,2024-11-24,2024-12-04,Completed,Online,W006,Standard,Critical
O100531,C00434,2023-12-21,2023-12-26,Partially Fulfilled,Distributor,W006,Standard,Normal
O100532,C00219,2024-10-05,2024-10-06,Completed,Distributor,W010,Same Day,Critical
O100533,C01100,2023-05-02,2023-05-04,Partially Fulfilled,Direct,W013,Express,Normal
O100534,C00438,2023-02-14,2023-02-21,Completed,Direct,W008,Standard,High
O100535,C00090,2023-10-11,2023-10-22,Partially Fulfilled,Retail,W008,Freight,High
O100536,C00079,2024-07-26,2024-08-01,Completed,Direct,W009,Standard,Normal
O100537,C00079,2025-01-07,2025-01-10,Completed,Direct,W009,Express,Low
O100538,C00434,2025-06-21,2025-07-01,Completed,Distributor,W012,Standard,Normal
O100539,C00043,2024-02-08,2024-02-15,Completed,Online,W006,Standard,Low
O100540,C00899,2024-05-29,2024-06-03,Cancelled,Distributor,W013,Standard,Low
O100541,C00375,2024-12-18,2024-12-23,Completed,Distributor,W005,Standard,Low
O100542,C00603,2025-11-14,2025-11-19,Partially Fulfilled,Direct,W014,Standard,Critical
O100543,C00434,2023-01-19,2023-01-26,Completed,Distributor,W007,Standard,High
O100544,C00115,2024-01-25,2024-01-30,Completed,Retail,W002,Standard,Low
O100545,C00827,2025-04-24,2025-04-30,Completed,Distributor,W006,Standard,Low
O100546,C01096,2025-10-05,2025-10-15,Completed,Distributor,W009,Standard,High
O100547,C00079,2025-09-20,2025-09-27,Completed,Distributor,W008,Standard,Critical
O100548,C00827,2024-03-08,2024-03-13,Completed,Distributor,W011,Express,Critical
O100549,C00323,2023-02-23,2023-02-23,Completed,Distributor,W013,Same Day,Low
O100550,C00347,2023-01-22,2023-01-30,Completed,Distributor,W003,Standard,Critical
O100551,C00862,2023-07-25,2023-08-06,Completed,Direct,W006,Freight,Low
O100552,C00673,2023-02-28,2023-03-07,Completed,Online,W006,Standard,Low
O100553,C00411,2023-01-11,2023-01-12,Completed,Direct,W012,Same Day,Normal
O100554,C00090,2023-08-20,2023-08-28,Cancelled,Online,W011,Standard,Low
O100555,C00151,2024-05-15,2024-05-22,Completed,Distributor,W004,Standard,Low
O100556,C00434,2024-10-20,2024-10-29,Completed,Online,W012,Standard,High
O100557,C01051,2025-09-02,2025-09-03,Completed,Online,W004,Same Day,High
O100558,C00603,2024-07-08,2024-07-17,Completed,Distributor,W010,Standard,Normal
O100559,C00913,2025-02-13,2025-02-18,Completed,Direct,W014,Express,Normal
O100560,C00434,2025-07-29,2025-07-30,Completed,Distributor,W006,Same Day,Low
O100561,C00209,2024-01-23,2024-02-02,Completed,Online,W002,Standard,Critical
O100562,C00434,2025-04-08,2025-04-18,Completed,Distributor,W004,Standard,Normal
O100563,C00603,2025-03-28,2025-03-30,Completed,Direct,W014,Express,High
O100564,C00434,2023-05-03,2023-05-03,Completed,Distributor,W004,Same Day,Normal
O100565,C00913,2025-07-22,2025-07-30,Cancelled,Online,W010,Standard,High
O100566,C01067,2024-04-05,2024-04-10,Completed,Online,W008,Express,Normal
O100567,C01299,2023-10-06,2023-10-08,Completed,Online,W003,Express,High
O100568,C00001,2023-08-18,2023-08-28,Completed,Retail,W006,Standard,Low
O100569,C00524,2025-11-23,2025-12-01,Completed,Distributor,W006,Standard,Low
O100570,C01161,2023-12-04,2023-12-13,Completed,Retail,W012,Standard,Normal
O100571,C00475,2025-06-13,2025-06-20,Partially Fulfilled,Distributor,W005,Standard,Low
O100572,C00218,2025-07-03,2025-07-21,Completed,Distributor,W005,Freight,Normal
O100573,C00321,2025-11-05,2025-11-08,Completed,Distributor,W014,Express,High
O100574,C00760,2024-12-23,2025-01-02,Completed,Direct,W008,Freight,High
O100575,C01369,2023-09-01,2023-09-08,Partially Fulfilled,Direct,W002,Standard,Low
O100576,C01064,2023-05-23,2023-06-02,Completed,Retail,W006,Standard,Low
O100577,C00438,2023-04-21,2023-04-21,Completed,Retail,W008,Same Day,Low
O100578,C00120,2025-04-04,2025-04-14,Cancelled,Online,W006,Standard,Normal
O100579,C00237,2025-06-12,2025-06-12,Completed,Distributor,W008,Same Day,High
O100580,C00675,2025-06-19,2025-06-22,Completed,Direct,W008,Express,Critical
O100581,C00827,2023-06-01,2023-06-02,Completed,Direct,W008,Same Day,Low
O100582,C00397,2024-05-21,2024-05-23,Completed,Direct,W006,Express,Normal
O100583,C01512,2023-02-07,2023-02-09,Completed,Direct,W013,Express,High
O100584,C00559,2024-01-15,2024-01-17,Completed,Direct,W011,Express,Normal
O100585,C00700,2024-05-31,2024-06-03,Completed,Direct,W013,Express,Normal
O100586,C00090,2024-02-17,2024-02-27,Completed,Online,W008,Standard,Normal
O100587,C00714,2025-09-17,2025-09-25,Completed,Direct,W014,Standard,Low
O100588,C00496,2025-12-22,2025-12-27,Completed,Online,W009,Express,Normal
O100589,C00089,2024-05-03,2024-05-07,Completed,Distributor,W002,Express,High
O100590,C00827,2024-02-20,2024-03-01,Completed,Online,W008,Standard,High
O100591,C00663,2025-09-05,2025-09-09,Completed,Distributor,W001,Express,Low
O100592,C00090,2023-02-09,2023-02-17,Completed,Retail,W011,Freight,Low
O100593,C00088,2025-06-16,2025-06-24,Completed,Distributor,W008,Standard,Normal
